Date,Low,Open,Volume,High,Close,Adjusted Close
15-06-2001,4.045759201049805,4.055059909820557,6636134,4.181548118591309,4.06436014175415,3.606992483139038
18-06-2001,3.984375,4.06436014175415,4323379,4.092261791229248,3.999255895614624,3.5492141246795654
19-06-2001,3.8690481185913086,4.027157783508301,5387290,4.027157783508301,3.8783481121063232,3.4419124126434326
20-06-2001,3.6830360889434814,3.8597469329833984,7024819,3.8690481185913086,3.8690481185913086,3.4336585998535156
21-06-2001,3.7183780670166016,3.8504459857940674,5805005,3.8504459857940674,3.720237970352173,3.3015944957733154
22-06-2001,3.720237970352173,3.720237970352173,1827840,3.7388389110565186,3.720237970352173,3.3015944957733154
25-06-2001,3.720237970352173,3.720237970352173,175795,3.7220981121063232,3.720237970352173,3.3015944957733154
26-06-2001,3.720237970352173,3.720237970352173,979507,3.729538917541504,3.7220981121063232,3.3032453060150146
27-06-2001,3.6458330154418945,3.720237970352173,5565235,3.7220981121063232,3.6830360889434814,3.2685787677764893
28-06-2001,3.6644349098205566,3.6830360889434814,3022387,3.720237970352173,3.6644349098205566,3.2520711421966553
29-06-2001,3.6644349098205566,3.6644349098205566,1049395,3.8411459922790527,3.8411459922790527,3.4088969230651855
02-07-2001,3.6644349098205566,3.8411459922790527,511258,3.8411459922790527,3.6830360889434814,3.2685787677764893
03-07-2001,3.5342259407043457,3.6737349033355713,1235405,3.6737349033355713,3.554687976837158,3.1546735763549805
05-07-2001,3.5807290077209473,3.5807290077209473,904781,3.627232074737549,3.627232074737549,3.2190544605255127
06-07-2001,3.608630895614624,3.617932081222534,526310,3.627232074737549,3.6123509407043457,3.205847978591919
09-07-2001,3.5621280670166016,3.6216518878936768,2762189,3.6737349033355713,3.5621280670166016,3.1612765789031982
10-07-2001,3.338913917541504,3.5621280670166016,4078234,3.5621280670166016,3.3482139110565186,2.971435070037842
11-07-2001,3.338913917541504,3.3630950450897217,3526118,3.422619104385376,3.3668150901794434,2.987942695617676
12-07-2001,3.338913917541504,3.3668150901794434,1940736,3.3668150901794434,3.3668150901794434,2.987942695617676
13-07-2001,3.3854169845581055,3.3854169845581055,2275123,3.515625,3.476562976837158,3.0853404998779297
16-07-2001,3.31659197807312,3.443079948425293,934886,3.443079948425293,3.338913917541504,2.963181257247925
17-07-2001,3.23846697807312,3.320312976837158,1885363,3.3630950450897217,3.271949052810669,2.903751850128174
18-07-2001,3.2533481121063232,3.2533481121063232,738662,3.3575150966644287,3.3184518814086914,2.945021867752075
19-07-2001,3.329612970352173,3.3370540142059326,934349,3.4505209922790527,3.3761160373687744,2.99619722366333
20-07-2001,3.329612970352173,3.3668150901794434,2073523,3.3761160373687744,3.364954948425293,2.9862916469573975
23-07-2001,3.329612970352173,3.364954948425293,413952,3.3705360889434814,3.3482139110565186,2.971435070037842
24-07-2001,3.320312976837158,3.329612970352173,1144013,3.515625,3.3482139110565186,2.971435070037842
25-07-2001,3.3035709857940674,3.3575150966644287,1585382,3.608630895614624,3.5714290142059326,3.1695311069488525
26-07-2001,3.515625,3.5528268814086914,516634,3.5714290142059326,3.5528268814086914,3.1530227661132812
27-07-2001,3.431920051574707,3.524925947189331,461798,3.524925947189331,3.4356400966644287,3.049022912979126
30-07-2001,3.3872768878936768,3.4449400901794434,143539,3.4542410373687744,3.4393599033355713,3.052323579788208
31-07-2001,3.301711082458496,3.4486610889434814,2246093,3.467262029647827,3.3612349033355713,2.9829907417297363
01-08-2001,3.3463540077209473,3.379836082458496,659635,3.404017925262451,3.3482139110565186,2.971435070037842
02-08-2001,3.3463540077209473,3.3482139110565186,930048,3.39471697807312,3.3854169845581055,3.004451274871826
03-08-2001,3.338913917541504,3.392857074737549,368794,3.392857074737549,3.338913917541504,2.963181257247925
06-08-2001,3.2645089626312256,3.320312976837158,263962,3.32403302192688,3.2738099098205566,2.9054036140441895
07-08-2001,3.208704948425293,3.2738099098205566,149453,3.2738099098205566,3.208704948425293,2.8476247787475586
08-08-2001,3.16034197807312,3.208704948425293,991334,3.2552080154418945,3.16034197807312,2.804704427719116
09-08-2001,3.013392925262451,3.16034197807312,1769779,3.16034197807312,3.0189731121063232,2.679243803024292
10-08-2001,2.9761900901794434,3.0003719329833984,494592,3.022692918777466,3.022692918777466,2.6825454235076904
13-08-2001,2.9761900901794434,3.031994104385376,46771,3.031994104385376,2.9761900901794434,2.64127516746521
14-08-2001,2.938987970352173,2.9761900901794434,76339,3.00409197807312,3.00409197807312,2.666037082672119
15-08-2001,3.0301339626312256,3.031994104385376,1272499,3.1715030670166016,3.1436009407043457,2.7898471355438232
16-08-2001,3.115699052810669,3.1473209857940674,1255834,3.158482074737549,3.1175599098205566,2.7667365074157715
17-08-2001,3.0970981121063232,3.1175599098205566,201062,3.125,3.0970981121063232,2.74857759475708
20-08-2001,3.1063990592956543,3.1063990592956543,435994,3.1361610889434814,3.1361610889434814,2.7832443714141846
